"FIPS","STATEFP","COUNTYFP","CD115FP"
"5109167","51","167","9"
"5109169","51","169","9"
"5109173","51","173","9"
"5109185","51","185","9"
"5109191","51","191","9"
"5109195","51","195","9"
"5109197","51","197","9"
"5109520","51","520","9"
"5109580","51","580","9"
"5109640","51","640","9"
"5109690","51","690","9"
"5109720","51","720","9"
"5109750","51","750","9"
"5109775","51","775","9"
"5110043","51","43","10"
"5110059","51","59","10"
"5110069","51","69","10"
"5110107","51","107","10"
"5110153","51","153","10"
"5110683","51","683","10"
"5110685","51","685","10"
"5110840","51","840","10"
"5111059","51","59","11"
"5111153","51","153","11"
"5111600","51","600","11"
"5301033","53","33","1"
"5301057","53","57","1"
"5301061","53","61","1"
"5301073","53","73","1"
"5302029","53","29","2"
"5302055","53","55","2"
"5302057","53","57","2"
"5302061","53","61","2"
"5302073","53","73","2"
"5303011","53","11","3"
"5303015","53","15","3"
"5303039","53","39","3"
"5303041","53","41","3"
"5303049","53","49","3"
"5303059","53","59","3"
"5303067","53","67","3"
"5303069","53","69","3"
"5304001","53","1","4"
"5304005","53","5","4"
"5304017","53","17","4"
"5304021","53","21","4"
"5304025","53","25","4"
"5304047","53","47","4"
"5304071","53","71","4"
"5304077","53","77","4"
"5305003","53","3","5"
"5305013","53","13","5"
"5305019","53","19","5"
"5305023","53","23","5"
"5305043","53","43","5"
"5305051","53","51","5"
"5305063","53","63","5"
"5305065","53","65","5"
"5305071","53","71","5"
"5305075","53","75","5"
"5306009","53","9","6"
"5306027","53","27","6"
"5306031","53","31","6"
"5306035","53","35","6"
"5306045","53","45","6"
"5306053","53","53","6"
"5307033","53","33","7"
"5307061","53","61","7"
"5308007","53","7","8"
"5308017","53","17","8"
"5308033","53","33","8"
"5308037","53","37","8"
"5308053","53","53","8"
"5309033","53","33","9"
"5309053","53","53","9"
"5310045","53","45","10"
"5310053","53","53","10"
"5310067","53","67","10"
"5401001","54","1","1"
"5401009","54","9","1"
"5401017","54","17","1"
"5401021","54","21","1"
"5401023","54","23","1"
"5401029","54","29","1"
"5401033","54","33","1"
"5401049","54","49","1"
"5401051","54","51","1"
"5401057","54","57","1"
"5401061","54","61","1"
"5401069","54","69","1"
"5401073","54","73","1"
"5401077","54","77","1"
"5401085","54","85","1"
"5401091","54","91","1"
"5401093","54","93","1"
"5401095","54","95","1"
"5401103","54","103","1"
"5401107","54","107","1"
"5402003","54","3","2"
"5402007","54","7","2"
"5402013","54","13","2"
"5402015","54","15","2"
"5402027","54","27","2"
"5402031","54","31","2"
"5402035","54","35","2"
"5402037","54","37","2"
"5402039","54","39","2"
"5402041","54","41","2"
"5402065","54","65","2"
"5402071","54","71","2"
"5402079","54","79","2"
"5402083","54","83","2"
"5402087","54","87","2"
"5402097","54","97","2"
"5402105","54","105","2"
"5403005","54","5","3"
"5403011","54","11","3"
"5403019","54","19","3"
"5403025","54","25","3"
"5403043","54","43","3"
"5403045","54","45","3"
"5403047","54","47","3"
"5403053","54","53","3"
"5403055","54","55","3"
"5403059","54","59","3"
"5403063","54","63","3"
"5403067","54","67","3"
"5403075","54","75","3"
"5403081","54","81","3"
"5403089","54","89","3"
"5403099","54","99","3"
"5403101","54","101","3"
"5403109","54","109","3"
"5501059","55","59","1"
"5501079","55","79","1"
"5501101","55","101","1"
"5501105","55","105","1"
"5501127","55","127","1"
"5501133","55","133","1"
"5502025","55","25","2"
"5502045","55","45","2"
"5502049","55","49","2"
"5502065","55","65","2"
"5502103","55","103","2"
"5502105","55","105","2"
"5502111","55","111","2"
"5503001","55","1","3"
"5503011","55","11","3"
"5503017","55","17","3"
"5503023","55","23","3"
"5503033","55","33","3"
"5503035","55","35","3"
"5503043","55","43","3"
"5503053","55","53","3"
"5503057","55","57","3"
"5503063","55","63","3"
"5503081","55","81","3"
"5503091","55","91","3"
"5503093","55","93","3"
"5503097","55","97","3"
"5503103","55","103","3"
"5503121","55","121","3"
"5503123","55","123","3"
"5503141","55","141","3"
"5504079","55","79","4"
"5504133","55","133","4"
"5505027","55","27","5"
"5505055","55","55","5"
"5505079","55","79","5"
"5505127","55","127","5"
"5505131","55","131","5"
"5505133","55","133","5"
"5506021","55","21","6"
"5506027","55","27","6"
"5506039","55","39","6"
"5506047","55","47","6"
"5506071","55","71","6"
"5506077","55","77","6"
"5506079","55","79","6"
"5506089","55","89","6"
"5506117","55","117","6"
"5506137","55","137","6"
"5506139","55","139","6"
"5507003","55","3","7"
"5507005","55","5","7"
"5507007","55","7","7"
"5507013","55","13","7"
"5507017","55","17","7"
"5507019","55","19","7"
"5507031","55","31","7"
"5507037","55","37","7"
"5507041","55","41","7"
"5507051","55","51","7"
"5507053","55","53","7"
"5507057","55","57","7"
"5507067","55","67","7"
"5507069","55","69","7"
"5507073","55","73","7"
"5507081","55","81","7"
"5507085","55","85","7"
"5507095","55","95","7"
"5507099","55","99","7"
"5507107","55","107","7"
"5507109","55","109","7"
"5507113","55","113","7"
"5507119","55","119","7"
"5507125","55","125","7"
"5507129","55","129","7"
"5507141","55","141","7"
"5508009","55","9","8"
"5508015","55","15","8"
"5508029","55","29","8"
"5508061","55","61","8"
"5508075","55","75","8"
"5508078","55","78","8"
"5508083","55","83","8"
"5508087","55","87","8"
"5508115","55","115","8"
"5508135","55","135","8"
"5508139","55","139","8"
"5600001","56","1","0"
"5600003","56","3","0"
"5600005","56","5","0"
"5600007","56","7","0"
"5600009","56","9","0"
"5600011","56","11","0"
"5600013","56","13","0"
"5600015","56","15","0"
"5600017","56","17","0"
"5600019","56","19","0"
"5600021","56","21","0"
"5600023","56","23","0"
"5600025","56","25","0"
"5600027","56","27","0"
"5600029","56","29","0"
"5600031","56","31","0"
"5600033","56","33","0"
"5600035","56","35","0"
"5600037","56","37","0"
"5600039","56","39","0"
"5600041","56","41","0"
"5600043","56","43","0"
"5600045","56","45","0"
"6098010","60","10","98"
"6098020","60","20","98"
"6098030","60","30","98"
"6098040","60","40","98"
"6098050","60","50","98"
"6698010","66","10","98"
"6998085","69","85","98"
"6998100","69","100","98"
"6998110","69","110","98"
"6998120","69","120","98"
"7298001","72","1","98"
"7298003","72","3","98"
"7298005","72","5","98"
"7298007","72","7","98"
"7298009","72","9","98"
"7298011","72","11","98"
"7298013","72","13","98"
"7298015","72","15","98"
"7298017","72","17","98"
"7298019","72","19","98"
"7298021","72","21","98"
"7298023","72","23","98"
"7298025","72","25","98"
"7298027","72","27","98"
"7298029","72","29","98"
"7298031","72","31","98"
"7298033","72","33","98"
"7298035","72","35","98"
"7298037","72","37","98"
"7298039","72","39","98"
"7298041","72","41","98"
"7298043","72","43","98"
"7298045","72","45","98"
"7298047","72","47","98"
"7298049","72","49","98"
"7298051","72","51","98"
"7298053","72","53","98"
"7298054","72","54","98"
"7298055","72","55","98"
"7298057","72","57","98"
"7298059","72","59","98"
"7298061","72","61","98"
"7298063","72","63","98"
"7298065","72","65","98"
"7298067","72","67","98"
"7298069","72","69","98"
"7298071","72","71","98"
"7298073","72","73","98"
"7298075","72","75","98"
"7298077","72","77","98"
"7298079","72","79","98"
"7298081","72","81","98"
"7298083","72","83","98"
"7298085","72","85","98"
"7298087","72","87","98"
"7298089","72","89","98"
"7298091","72","91","98"
"7298093","72","93","98"
"7298095","72","95","98"
"7298097","72","97","98"
"7298099","72","99","98"
"7298101","72","101","98"
"7298103","72","103","98"
"7298105","72","105","98"
"7298107","72","107","98"
"7298109","72","109","98"
"7298111","72","111","98"
"7298113","72","113","98"
"7298115","72","115","98"
"7298117","72","117","98"
"7298119","72","119","98"
"7298121","72","121","98"
"7298123","72","123","98"
"7298125","72","125","98"
"7298127","72","127","98"
"7298129","72","129","98"
"7298131","72","131","98"
"7298133","72","133","98"
"7298135","72","135","98"
"7298137","72","137","98"
"7298139","72","139","98"
"7298141","72","141","98"
"7298143","72","143","98"
"7298145","72","145","98"
"7298147","72","147","98"
"7298149","72","149","98"
"7298151","72","151","98"
"7298153","72","153","98"
"7898010","78","10","98"
"7898020","78","20","98"
"7898030","78","30","98"
